ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-insula,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-paracentral,ctx-lh-parahippocampal,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-transversetemporal,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-insula,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-paracentral,ctx-rh-parahippocampal,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-transversetemporal,subid
2.9044920034,2.81683657601,2.03638551169,3.611185548,2.82287839144,2.63856383201,3.11842667343,3.13726006528,2.60223562598,2.26248262554,2.76033365799,2.29247807122,2.63496449892,3.19586929664,2.46886774726,3.30537839189,2.79652791304,2.90953233234,2.67143969455,1.77007119423,2.25707850825,2.64812437918,2.78997732639,2.59174524212,2.95107170969,2.67580057645,2.85703507715,2.46625853185,3.03209584853,2.91976729349,2.62029605859,2.85348640427,2.63065345266,2.05916808616,3.58147626137,2.74865645927,2.75243201953,2.98161259137,3.09851104029,2.58288622734,2.41814856198,2.78908000934,2.1642370633,2.61268418587,3.06740894008,2.45283894612,2.94129629103,2.75980221865,3.11336315714,2.70450376539,1.81314488866,2.1677206679,2.6487003203,2.68414386287,2.55399318544,2.87913499247,2.60828802161,2.79516651756,2.47089770699,3.06308350522,2.79456503711,2.66267266716,5000946_VNav
2.84404849332,2.82052770016,1.95509043699,3.64682027018,2.80114948094,2.65567652718,3.07486170028,3.10545001863,2.61608542583,2.27345263371,2.75562480498,2.27580976385,2.59816809319,3.19586025834,2.47910744135,3.30558264149,2.78634679418,2.88823959633,2.68952394216,1.79976627668,2.24806451037,2.73124563869,2.78036551079,2.59806048511,2.85481951151,2.66378241898,2.85184782416,2.46652913753,3.04505509441,2.89999978588,2.6151452988,2.83182324287,2.61746824669,2.01282788547,3.69198132859,2.77688480621,2.77960463462,3.01820811512,3.0069542401,2.6465280567,2.44544665207,2.82943026887,2.15924331004,2.69852214133,3.08623567093,2.48543968091,2.9959416355,2.7837562937,3.13049188735,2.73289499977,1.79680714952,2.19071748604,2.69054705929,2.69536826036,2.57686988895,2.92260923457,2.60261601177,2.81849866322,2.49378821768,3.06659163722,2.7708205788,2.67133776808,5000946_VNavNorm
2.7700739715,2.81686818005,2.1702388532,3.38872248395,2.61609313615,2.62799686549,3.08462180507,3.40219885308,2.44511446062,2.25766953275,2.847079249,2.48484672495,2.750954169,3.20786932004,2.51446598998,2.42328154797,3.01008554393,2.98993291377,2.82814896463,2.14671817035,2.27817325609,2.78410134299,2.47500844744,2.6099567609,3.2681959549,2.58030797573,2.94312134192,2.53548414914,3.03160644842,2.76208685923,2.410517764,2.57110606219,2.68199001273,2.04705238473,3.51175852694,2.85710262727,2.61150713117,2.93223586707,3.39103197461,2.63606613958,2.34527931169,2.62711155123,2.48373188088,2.43289694122,2.94096768777,2.70211958972,2.36009395493,2.7785202781,2.59910405101,2.91544048042,2.06095648147,2.30667983996,2.74250006335,2.48978180512,2.59429671815,2.74265981659,2.4275400381,2.80388050168,2.48488683647,2.9759049147,2.6456820547,2.29421819628,5026599_VNav
2.88232090629,2.79172669385,2.05333146323,3.4114137237,2.63832826517,2.63032640671,3.10938159717,3.26136936434,2.47757665632,2.25492607554,2.79585732826,2.30878988452,2.75487358087,3.19593640714,2.60647050187,2.54093126148,2.99223304777,2.86402570675,2.77464815025,1.96344557165,2.32906528364,2.71956033988,2.58905172288,2.60491012501,3.23649475992,2.61775737179,3.01090375618,2.61429546143,3.01138743503,2.83069155429,2.33891538973,2.6313963075,2.71069173146,2.10921165017,3.57958895499,2.84431347016,2.74247598549,2.83805861343,3.19454497154,2.66384504084,2.37623625807,2.68741368603,2.47573345084,2.54189531938,2.95760049471,2.82963128071,2.36375474525,2.70689197153,2.8416625391,2.95396566395,1.92786962789,2.33863500751,2.76203153272,2.53387975154,2.5032731257,2.80055618212,2.51099311581,2.86030490583,2.54720138894,2.870724648,2.63131542868,2.25368498823,5026599_VNavNorm
2.83479985618,2.85250581285,2.00219212188,3.6280214638,2.79475691691,2.65075873874,2.93936213165,3.26825984929,2.79838313105,2.16978967333,2.7908723165,2.14284769979,2.86560269658,2.9551859737,2.50674990084,3.36081220147,2.82621566187,2.61641217367,2.8166444594,1.63012003757,2.28232250712,2.51328764426,2.69361712953,2.53581888999,3.05420452912,2.64422057363,3.01611422334,2.49417216119,2.89568163042,2.79286282271,2.50553217649,2.78831656885,2.82167969331,1.96976096421,3.47883129858,2.8381589811,2.63041354339,3.02563924929,3.40309788409,2.91240931885,2.33834628173,2.69146647641,1.93689111686,2.73077676473,3.24111258797,2.46990589386,2.80754604558,2.90621705132,2.83263314744,2.94128369173,1.5634917642,2.29745793704,2.80044288333,2.62567854324,2.61820148478,2.8013913774,2.6526912491,2.910500896,2.44482446195,3.12589813382,2.87612849584,2.38726039536,5027335_HCP
2.89833709388,2.71836095508,2.0844552,3.65954342756,2.7808580613,2.53038094481,2.95365924442,3.22600355679,2.56888596779,2.09551572053,2.80889879865,2.43731195143,2.86166134154,3.0536420462,2.58614184746,3.27341741209,2.90893909241,2.71413661284,2.8599884237,1.94639716333,2.30158376817,2.66517060523,2.73965992659,2.58560019538,2.91986143849,2.67322403382,2.99805531423,2.46231949136,2.9441077565,2.88143332272,2.60836900201,2.71209399852,2.64920651687,2.19454771924,3.34392575203,2.84292509487,2.54661224496,2.93027697191,3.47063499014,2.67345384238,2.28671243677,2.64194017127,2.23916385298,2.33626592544,3.09899130593,2.62841385727,2.74470664293,2.87055270213,2.70453138075,2.79524481258,2.05824867979,2.28116499534,2.79563964031,2.58492815304,2.58460149012,2.91863408169,2.57299295035,2.77258103676,2.42066797713,3.01323998656,2.84236607234,2.40706078785,5027335_VNav
2.8373354069,2.73876500903,1.96400782013,3.72358662092,2.77927383035,2.68570227957,2.95183477937,3.2919049562,2.61984546755,2.12240833891,2.80321076502,2.24759838128,2.7879428154,3.03718305093,2.54778458369,3.35253724824,2.84149921236,2.81706079058,2.84274272314,1.83739338294,2.28721031504,2.57192165746,2.71340432112,2.55118763598,2.90423615692,2.63222610071,2.96187683652,2.48437845988,2.90795001877,2.90397407303,2.40396218134,2.70537121696,2.57773911648,2.0562769767,3.48737584015,2.85457599131,2.64596361502,2.97372501801,3.3257758656,2.82797132227,2.32016779621,2.67378162486,2.10552094181,2.54122064164,3.16652728825,2.56903254774,2.71471549697,2.88952687029,2.71508684325,2.8313320554,1.71863202066,2.33088130766,2.93045775253,2.60659096443,2.49568820324,2.80458171758,2.58653284818,2.77618010702,2.42338118309,3.10306837684,2.87810191244,2.25435216746,5027335_VNavNorm
2.85308998165,2.94450067032,2.06537197245,3.31459591464,2.96469950709,2.84238591564,3.07978626804,3.42641356548,2.49038748586,2.32866411706,2.959021919,2.18467447011,2.84523604527,3.14930032748,2.44577690808,3.30870327879,2.99126604807,3.22692167055,3.07773441911,1.72514043651,2.37996529495,2.68545733723,2.77995150087,2.8073669865,2.98014461508,2.88793030616,3.1243213586,2.46772398614,3.25505674962,2.97217490661,2.58467185459,2.83472969011,2.86607885123,2.28926893581,3.48982392356,3.032192628,2.91671668292,3.21211012576,3.4679536056,2.59586370386,2.41298858353,2.97168557056,2.3687764263,2.71960426925,3.22117573863,2.57636197151,3.20776900372,3.11889291114,2.95437042807,2.89608019751,1.85926911321,2.15743598524,2.62187691248,2.75588271045,2.67170594288,3.19266259372,2.68814339722,3.01887089504,2.44557772044,3.12233973117,3.02001990738,2.69778764132,5033873_VNav
2.73520234251,2.92950073895,2.07723101447,3.16117291119,3.02991167141,2.78457632622,3.07957881877,3.41073664836,2.52942449315,2.29317452087,2.9732067323,2.189306372,2.81224665915,3.16012773905,2.4177373646,3.30809442951,2.9819383157,3.26970972947,3.04780692305,1.81851942575,2.36118487742,2.67436802895,2.74757601084,2.8323996553,3.22683460691,2.89193843042,3.11097186737,2.48756005966,3.2386815361,2.92915842876,2.57928532132,2.78815768028,2.83077831055,2.27540553703,3.65452254569,3.06373180789,2.8853916072,3.22033840953,3.41638346267,2.63459895436,2.39701242977,2.92885443211,2.34691339745,2.74706941261,3.20858991658,2.54147384094,3.23814303086,3.07595875465,2.91312967086,2.86444170761,1.88662902328,2.14316765378,2.5832306772,2.72484004731,2.66192368907,3.05324157581,2.64196718175,2.99170520068,2.42104559971,3.07871856424,2.95568638987,2.73199191714,5033873_VNavNorm
3.55283834416,2.9778865478,2.53646984211,3.78977363557,3.08530889087,2.5579373367,3.15850349044,3.60983381193,3.07966164784,2.52606732567,3.35060816113,2.51908865771,3.30121239731,3.3509936607,2.78139452469,3.65048557668,2.95772096313,3.16051111731,3.09673797852,2.20525536895,2.22723450116,3.24575065098,2.612205297,2.93543003178,3.75884457922,2.94419254832,3.28296294001,2.38744610702,3.09796279622,2.38702530362,3.12309380232,3.37568876862,2.68693840787,2.4621317154,3.62552615392,2.91432886996,2.57775345826,2.87393486301,3.47195469424,3.29572943956,2.42410929449,3.06173940987,2.53990014894,2.96516024631,3.17490224623,2.57973489582,3.41103585751,2.95841924056,3.05375134032,3.27162244264,2.42772587919,2.14360559092,3.21698211022,2.50349499229,2.90267943923,3.75205301435,2.81208743074,3.08144412217,2.41573212777,2.84055204168,2.4139754098,2.83402432682,5069025_HCP
