Brain-Stem,CSF,Left-Accumbens-area,Left-Amygdala,Left-Caudate,Left-Cerebral-White-Matter,Left-Hippocampus,Left-Inf-Lat-Vent,Left-Lateral-Ventricle,Left-Pallidum,Left-Putamen,Left-Thalamus-Proper,Left-UnsegmentedWhiteMatter,Left-VentralDC,Left-choroid-plexus,Left-vessel,Optic-Chiasm,Right-Accumbens-area,Right-Amygdala,Right-Caudate,Right-Cerebral-White-Matter,Right-Hippocampus,Right-Inf-Lat-Vent,Right-Lateral-Ventricle,Right-Pallidum,Right-Putamen,Right-Thalamus-Proper,Right-UnsegmentedWhiteMatter,Right-VentralDC,Right-choroid-plexus,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-frontalpole,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-insula,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-paracentral,ctx-lh-parahippocampal,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-unknown,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-frontalpole,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-insula,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-paracentral,ctx-rh-parahippocampal,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-unknown,subid,wm-lh-bankssts,wm-lh-caudalanteriorcingulate,wm-lh-caudalmiddlefrontal,wm-lh-cuneus,wm-lh-entorhinal,wm-lh-frontalpole,wm-lh-fusiform,wm-lh-inferiorparietal,wm-lh-inferiortemporal,wm-lh-insula,wm-lh-isthmuscingulate,wm-lh-lateraloccipital,wm-lh-lateralorbitofrontal,wm-lh-lingual,wm-lh-medialorbitofrontal,wm-lh-middletemporal,wm-lh-paracentral,wm-lh-parahippocampal,wm-lh-parsopercularis,wm-lh-parsorbitalis,wm-lh-parstriangularis,wm-lh-pericalcarine,wm-lh-postcentral,wm-lh-posteriorcingulate,wm-lh-precentral,wm-lh-precuneus,wm-lh-rostralanteriorcingulate,wm-lh-rostralmiddlefrontal,wm-lh-superiorfrontal,wm-lh-superiorparietal,wm-lh-superiortemporal,wm-lh-supramarginal,wm-lh-temporalpole,wm-lh-transversetemporal,wm-rh-bankssts,wm-rh-caudalanteriorcingulate,wm-rh-caudalmiddlefrontal,wm-rh-cuneus,wm-rh-entorhinal,wm-rh-frontalpole,wm-rh-fusiform,wm-rh-inferiorparietal,wm-rh-inferiortemporal,wm-rh-insula,wm-rh-isthmuscingulate,wm-rh-lateraloccipital,wm-rh-lateralorbitofrontal,wm-rh-lingual,wm-rh-medialorbitofrontal,wm-rh-middletemporal,wm-rh-paracentral,wm-rh-parahippocampal,wm-rh-parsopercularis,wm-rh-parsorbitalis,wm-rh-parstriangularis,wm-rh-pericalcarine,wm-rh-postcentral,wm-rh-posteriorcingulate,wm-rh-precentral,wm-rh-precuneus,wm-rh-rostralanteriorcingulate,wm-rh-rostralmiddlefrontal,wm-rh-superiorfrontal,wm-rh-superiorparietal,wm-rh-superiortemporal,wm-rh-supramarginal,wm-rh-temporalpole,wm-rh-transversetemporal
17968.064,689.002,650.002,1611.006,3916.014,175.001,3656.013,230.001,6181.022,2531.009,4528.016,7249.026,20303.073,3598.013,362.001,13.0,297.001,594.002,1765.006,3896.014,251.001,3728.013,188.001,4509.016,1785.006,5509.02,7203.026,20586.074,3809.014,455.002,2840.01,1895.007,8456.03,3339.012,1954.007,1163.004,10870.039,16140.058,11364.041,7875.028,2942.011,14513.052,9883.035,7848.028,6565.023,16499.059,4941.018,2281.008,6818.024,3411.012,5586.02,2197.008,10380.037,3745.013,16920.061,10023.036,3220.012,23347.083,30626.11,14739.053,16737.06,13139.047,3014.011,1301.005,713.003,2687.01,2044.007,9134.033,3100.011,3295.012,1469.005,10621.038,17626.063,13122.047,8545.031,2815.01,14103.05,9638.034,7961.028,6895.025,16581.059,4823.017,1989.007,6293.023,4208.015,7133.026,2415.009,10464.037,3735.013,14825.053,10861.039,2184.008,22922.082,28723.103,12764.046,14388.051,14109.05,3176.011,1034.004,515.002,5259762_VNavNorm,2119.008,2485.009,6838.024,2352.008,576.002,251.001,6265.022,9738.035,5805.021,10131.036,3482.012,10841.039,6419.023,5395.019,3597.013,5490.02,4615.017,1168.004,3563.013,813.003,2885.01,2915.01,6522.023,4503.016,13678.049,7701.028,2433.009,12818.046,18378.066,10379.037,8041.029,7580.027,564.002,755.003,2054.007,2644.009,6447.023,2108.008,688.002,308.001,5558.02,9905.035,7017.025,10133.036,3106.011,9569.034,6415.023,5160.018,3648.013,5755.021,4880.017,1074.004,3799.014,1253.004,3763.013,3421.012,7261.026,4014.014,12931.046,7577.027,2116.008,12828.046,17191.061,8914.032,6227.022,9075.032,669.002,873.003
21531.729,777.731,648.194,2059.784,4397.073,312.321,4600.849,308.225,2507.273,2399.753,6364.696,8635.425,38444.177,4707.858,466.946,40.448,214.017,784.899,2003.464,4466.705,290.305,4904.979,257.537,2331.657,2354.697,6605.337,8291.359,36962.955,4784.146,408.066,3362.829,3327.501,8603.68,3596.814,1843.719,1339.397,12750.384,17454.146,14513.207,8421.92,3979.791,14320.694,9046.562,8413.216,5713.43,14132.277,4104.207,2681.354,6608.921,3079.692,5998.615,2178.568,11807.277,5040.659,14507.575,14940.216,4266.0,25357.92,31606.903,19465.801,17207.873,17970.244,3358.733,1448.965,631.81,3182.604,2498.057,9021.474,4518.417,2059.784,1869.319,14361.654,21250.64,13331.506,8151.583,3103.756,16157.245,9015.33,8551.456,7395.356,15365.69,4318.736,2233.352,4220.944,3926.543,5984.791,2638.346,12313.646,4787.73,14905.4,16130.109,2163.72,24245.851,33499.262,17325.633,15363.642,12637.744,2819.595,992.772,469.506,5260392_HCP,3763.214,3310.092,8421.408,2783.243,986.116,318.465,7827.998,11054.634,7922.206,10375.207,4730.386,10100.774,7088.667,6243.352,4168.208,5767.19,4092.431,1746.439,4101.647,1067.524,3441.677,3544.077,8191.007,5962.262,14246.454,13040.689,3124.748,17531.458,22007.891,14030.901,9616.932,11988.525,871.939,872.451,3491.341,3007.499,7254.043,3119.116,633.346,379.905,7784.477,14694.967,7627.293,9907.237,3761.678,12984.369,7669.789,6502.425,3852.303,6763.546,4774.93,1846.791,2796.043,1453.573,3825.166,3719.694,8441.888,5717.526,15278.65,13230.642,2383.881,15639.611,22256.212,14515.255,7544.348,10229.799,894.467,669.187
21683.0,823.0,791.0,1590.0,4488.0,244.0,4560.0,383.0,3021.0,2464.0,6638.0,10167.0,33944.0,4695.0,533.0,61.0,249.0,834.0,1802.0,4851.0,199.0,4735.0,250.0,2536.0,2521.0,6452.0,9616.0,33110.0,4440.0,684.0,3087.0,3203.0,9394.0,3854.0,2415.0,945.0,12678.0,17638.0,14342.0,8374.0,3889.0,12084.0,8987.0,9257.0,4980.0,14444.0,4254.0,2527.0,6511.0,2223.0,5276.0,3253.0,10719.0,4690.0,12833.0,15242.0,3537.0,23156.0,32163.0,18945.0,15666.0,18165.0,3531.0,1569.0,613.0,2969.0,2291.0,9581.0,5471.0,1796.0,1814.0,14784.0,18832.0,12610.0,8019.0,3034.0,16148.0,8091.0,9394.0,6210.0,15807.0,4088.0,2106.0,4406.0,3608.0,5446.0,3706.0,12194.0,4565.0,14268.0,15043.0,1471.0,26290.0,31562.0,17206.0,15055.0,12166.0,3484.0,1095.0,526.0,5260392_VNav,3751.0,3160.0,9341.0,3075.0,921.0,351.0,6674.0,11547.0,7861.0,9824.0,4916.0,10628.0,6528.0,6499.0,3184.0,5751.0,4376.0,1429.0,4146.0,1284.0,3719.0,2858.0,8464.0,5530.0,15007.0,11533.0,2838.0,17298.0,22732.0,14603.0,9709.0,13302.0,1025.0,710.0,3530.0,3113.0,8291.0,4009.0,607.0,456.0,7328.0,13687.0,8082.0,9259.0,3373.0,15776.0,6550.0,5745.0,4481.0,7349.0,4292.0,1432.0,3145.0,1578.0,3973.0,2696.0,8917.0,5466.0,15226.0,11559.0,2003.0,17805.0,22407.0,13600.0,8019.0,10192.0,1043.0,627.0
21284.0,746.0,880.0,1700.0,4441.0,233.0,4440.0,378.0,2598.0,2280.0,6296.0,8997.0,36050.0,4614.0,440.0,57.0,254.0,810.0,1798.0,4443.0,224.0,4631.0,312.0,2282.0,2256.0,6260.0,8793.0,34425.0,4517.0,588.0,3217.0,3170.0,9427.0,3862.0,2410.0,1103.0,13244.0,16368.0,13695.0,8413.0,3983.0,13445.0,9082.0,8370.0,4605.0,14176.0,4455.0,2413.0,6515.0,2290.0,5597.0,3289.0,11703.0,5110.0,13589.0,15237.0,3798.0,24425.0,32154.0,19470.0,16243.0,18698.0,3453.0,1553.0,838.0,2802.0,2499.0,9019.0,4729.0,1731.0,1852.0,12779.0,24810.0,12664.0,8110.0,2861.0,15266.0,7940.0,10083.0,6465.0,15335.0,4762.0,2097.0,4370.0,3769.0,5350.0,3196.0,12899.0,4946.0,15275.0,15424.0,1654.0,26570.0,32139.0,17486.0,14697.0,12416.0,4154.0,1103.0,863.0,5260392_VNavNorm,3759.0,3065.0,9115.0,2697.0,1127.0,320.0,7196.0,10399.0,7622.0,9760.0,5052.0,9486.0,6604.0,6921.0,2901.0,5771.0,4614.0,1534.0,4241.0,1175.0,3423.0,2792.0,9469.0,5731.0,14331.0,11837.0,2919.0,17067.0,21487.0,14436.0,9335.0,13633.0,1221.0,735.0,3282.0,3063.0,7788.0,2937.0,578.0,605.0,6694.0,15863.0,7756.0,9323.0,3611.0,11959.0,7341.0,6287.0,3309.0,6661.0,4922.0,1372.0,2921.0,1422.0,3643.0,2757.0,9404.0,5451.0,14171.0,12081.0,2318.0,17066.0,21386.0,13179.0,7939.0,9710.0,1294.0,656.0
16523.311,866.306,499.713,1572.356,3045.897,254.977,4085.26,225.281,3866.123,2171.91,4768.27,7054.356,17430.578,3756.555,292.353,16.384,169.984,515.585,1626.629,3140.617,315.905,4296.204,188.929,3285.001,1890.309,5462.032,6543.379,18017.843,3805.195,368.129,2944.52,1382.916,8861.209,2731.016,2148.87,1204.739,11302.944,13482.534,9520.155,7929.367,2820.616,11732.001,7832.086,5659.664,5772.304,13646.375,3289.609,2196.998,4811.278,2899.976,5147.663,2114.566,9299.482,3395.082,13668.903,9502.235,2030.598,21542.461,29248.083,14484.009,15223.851,12867.621,3199.497,1243.14,823.81,2444.807,2012.678,6701.587,3034.633,2165.254,1369.604,10926.111,16011.821,12264.995,8804.377,2785.288,11836.45,7319.573,6994.452,5985.809,11763.745,3681.29,2237.958,3259.913,2881.544,5147.663,2083.334,8202.775,4021.771,14763.562,11128.864,2697.224,20679.227,25530.953,15517.228,13125.669,11086.88,3722.763,957.955,649.218,5264335_HCP,2496.519,2363.911,5509.136,2017.798,886.787,246.273,5298.191,7844.374,5319.695,9081.882,2993.161,6620.179,5495.312,3882.507,3333.641,4812.814,3557.386,1209.859,2729.48,800.258,2745.352,2595.847,5194.255,3753.483,10266.653,7025.172,2313.735,12071.97,15380.524,9114.138,6551.059,6779.411,530.946,811.01,2437.639,2366.983,3464.714,1925.637,750.594,385.025,5322.767,9366.043,5193.743,9905.692,2534.919,7415.829,5627.92,4526.093,2577.927,4921.87,3827.723,1211.907,2149.894,921.603,2437.639,2448.903,5257.743,3518.474,11420.704,8492.568,1778.693,11196.448,15116.331,9409.563,4917.262,5912.593,727.554,628.738
16965.006,972.0,612.0,1412.001,3266.001,184.0,4102.001,215.0,4021.001,2305.001,5150.002,7904.003,14931.005,3837.001,503.0,10.0,172.0,511.0,1569.001,3410.001,311.0,4205.002,221.0,3485.001,2044.001,5542.002,7394.003,15201.005,3843.001,537.0,3307.001,1439.001,8516.003,2838.001,2374.001,1171.0,11296.004,13819.005,10016.004,8006.003,2826.001,11568.004,7791.003,5949.002,5515.002,13164.005,3264.001,2174.001,4804.002,2542.001,5200.002,2255.001,9251.003,3447.001,14232.005,9778.003,1937.001,21391.008,29491.011,14673.005,15256.005,12617.005,3323.001,1247.0,815.0,2412.001,2085.001,7107.003,3303.001,2473.001,1302.0,11124.004,16312.006,12571.004,8088.003,2637.001,11808.004,7530.003,7223.003,6350.002,12527.004,3769.001,2286.001,3462.001,3099.001,4882.002,2113.001,8212.003,4031.001,14675.005,11461.004,2586.001,20669.007,25790.009,16050.006,13143.005,10998.004,3476.001,934.0,1077.0,5264335_VNav,2697.001,2454.001,5741.002,1927.001,857.0,271.0,5167.002,7840.003,5072.002,10173.004,2752.001,6563.002,5395.002,3313.001,2399.001,4538.002,3403.001,1055.0,2359.001,702.0,2571.001,2813.001,5559.002,3752.001,10766.004,6559.002,2268.001,11420.004,15505.006,8907.003,6393.002,6389.002,550.0,807.0,2286.001,2535.001,3801.001,1875.001,707.0,368.0,5207.002,9223.003,5174.002,8495.003,2464.001,7054.003,5305.002,4171.001,2746.001,4887.002,3711.001,1140.0,2213.001,1018.0,2174.001,2348.001,5609.002,3481.001,11478.004,8428.003,1638.001,10789.004,14818.005,9415.003,4853.002,6079.002,634.0,581.0
16737.006,877.0,461.0,1492.001,3105.001,193.0,3981.001,248.0,3922.001,1790.001,5146.002,7361.003,15785.006,3560.001,434.0,17.0,174.0,481.0,1551.001,3188.001,228.0,4129.001,238.0,3353.001,1718.001,5343.002,6650.002,17278.006,3776.001,487.0,3266.001,1409.001,8547.003,2736.001,2334.001,1100.0,11102.004,13789.005,9659.003,7839.003,2901.001,11414.004,7580.003,5717.002,5752.002,13332.005,3216.001,2134.001,4865.002,2680.001,5144.002,2099.001,9061.003,3395.001,13482.005,9640.003,1886.001,21134.008,29767.011,14494.005,15183.005,12678.005,2962.001,1346.0,600.0,2383.001,2012.001,6897.002,3234.001,2174.001,1308.0,10718.004,16185.006,12826.005,8000.003,2597.001,11660.004,7917.003,6831.002,6138.002,12262.004,3711.001,2326.001,3531.001,3048.001,5003.002,2000.001,7983.003,4018.001,14113.005,11369.004,2616.001,20227.007,25133.009,15731.006,12939.005,11123.004,2943.001,1031.0,877.0,5264335_VNavNorm,2695.001,2408.001,5767.002,1946.001,1013.0,263.0,5137.002,7807.003,5177.002,9693.003,2965.001,6563.002,5282.002,3448.001,3495.001,4563.002,3567.001,1166.0,2494.001,674.0,2732.001,2567.001,5330.002,3684.001,10618.004,7021.003,2219.001,11606.004,15897.006,9092.003,6440.002,6809.002,480.0,859.0,2392.001,2485.001,3662.001,1868.001,669.0,349.0,5143.002,9327.003,5318.002,8684.003,2477.001,7168.003,6676.002,4190.001,2605.001,4893.002,3800.001,1151.0,2143.001,979.0,2226.001,2335.001,5481.002,3554.001,11594.004,8612.003,1628.001,11193.004,14770.005,9404.003,5004.002,6062.002,548.0,634.0
17862.186,1105.923,521.729,1074.179,3808.777,278.529,3018.247,146.944,3637.769,1901.061,5065.74,6680.592,20311.6,3592.713,293.377,21.504,217.089,620.545,1204.227,3939.849,202.24,3257.864,188.928,4044.81,1939.461,4980.236,6809.616,22357.045,3438.6,461.313,2689.542,1966.085,7455.25,3241.48,1197.571,1686.02,11628.572,15078.948,12128.285,7080.465,3523.592,11870.236,7466.002,7618.578,6824.464,12052.509,4004.362,1598.468,5048.844,2403.334,3952.137,2710.534,10804.762,4127.242,15252.516,11146.778,2896.391,19918.383,23877.177,15255.076,12082.205,11639.836,3555.336,1118.723,623.617,1952.773,1773.572,6520.335,3513.352,1300.995,1152.003,9710.615,19790.383,10334.745,6729.232,2419.206,12466.206,7844.371,7905.811,7410.194,14175.778,3701.257,1568.26,4771.339,3393.544,4558.859,2744.327,9362.966,4104.202,14473.762,11577.884,1212.931,21263.923,24372.794,15855.654,10744.858,11737.116,4156.938,1023.49,440.833,5266227_HCP,2702.342,2845.191,5953.038,2082.309,427.521,411.649,5102.604,7772.69,6504.975,8875.029,3956.233,7804.947,5727.246,4796.939,3058.183,4848.14,3587.081,1052.675,2543.11,1135.619,2601.99,3467.272,6758.928,4469.259,10778.138,7076.881,2134.021,12568.606,15036.452,10150.936,6963.729,6928.4,1471.491,820.226,1446.403,2398.726,4719.115,2144.261,417.793,532.481,5027.852,11340.827,5280.781,7398.93,2921.991,7742.482,6343.183,4799.499,3648.521,5798.926,4046.858,1350.147,2787.335,1307.651,2705.926,3105.799,6479.887,3951.113,9738.263,7423.506,1968.133,13312.544,14454.818,9267.222,6038.03,7948.819,1209.347,507.905
18886.038,1264.003,716.001,1051.002,4118.008,154.0,2960.006,147.0,4647.009,2322.005,5442.011,8113.016,15985.032,3354.007,549.001,28.0,221.0,880.002,1248.003,4261.009,132.0,3365.007,225.0,4406.009,2043.004,5456.011,8169.017,17991.036,3349.007,731.001,2899.006,2000.004,7383.015,3525.007,1374.003,1542.003,11492.023,13814.028,12604.026,7092.014,3520.007,11023.022,8644.018,7697.016,7073.014,12825.026,4038.008,1863.004,5162.01,1939.004,4172.008,2700.005,10684.022,4028.008,15186.031,11674.024,2858.006,20162.041,26107.053,15494.031,11873.024,11940.024,1755.004,1247.003,333.001,1756.004,1721.003,6724.014,3704.008,1563.003,1463.003,10118.021,18181.037,11601.024,7025.014,2517.005,12502.025,8582.017,8244.017,6856.014,14114.029,4205.009,1920.004,4671.009,3299.007,4894.01,2760.006,9556.019,3899.008,14578.03,12005.024,1311.003,22838.046,26359.053,15641.032,11457.023,12814.026,2058.004,1237.003,455.001,5266227_VNav,2916.006,2837.006,6490.013,2060.004,501.001,296.001,5876.012,8441.017,6851.014,7481.015,3802.008,7684.016,5702.012,4269.009,4120.008,5474.011,3443.007,1131.002,2532.005,854.002,2420.005,3365.007,6847.014,4297.009,11690.024,7089.014,2549.005,11960.024,15975.032,11196.023,7253.015,6833.014,568.001,810.002,1532.003,2331.005,4857.01,2581.005,553.001,390.001,4791.01,12301.025,5171.01,7381.015,2998.006,7950.016,5462.011,4141.008,4095.008,5484.011,3931.008,1302.003,2944.006,1151.002,2813.006,3626.007,6429.013,4055.008,10523.021,7230.015,1878.004,13690.028,14922.03,9809.02,6208.013,7879.016,476.001,512.001
18383.037,1164.002,698.001,1009.002,4381.009,233.0,3172.006,222.0,4157.008,2509.005,5046.01,6835.014,17815.036,3508.007,462.001,9.0,239.0,710.001,1260.003,4204.009,141.0,3263.007,243.0,4370.009,1916.004,5286.011,7152.014,20513.042,3418.007,614.001,2680.005,2011.004,7650.016,3659.007,1116.002,1489.003,11623.024,14222.029,12362.025,7150.014,3507.007,11448.023,8715.018,7760.016,6274.013,13705.028,3862.008,1854.004,5303.011,2048.004,4063.008,2831.006,10918.022,4208.009,15590.032,11599.024,2768.006,20007.041,26622.054,15814.032,11707.024,12461.025,2172.004,1181.002,836.002,2080.004,1837.004,6789.014,3980.008,1496.003,1580.003,10221.021,19372.039,11421.023,7023.014,2437.005,12845.026,8558.017,8307.017,6956.014,14402.029,4368.009,1856.004,4647.009,3321.007,4909.01,2849.006,9783.02,3905.008,14630.03,12164.025,1412.003,23378.047,26166.053,16913.034,11577.023,12297.025,1912.004,1155.002,515.001,5266227_VNavNorm,2701.005,2489.005,6336.013,1881.004,494.001,278.001,5627.011,7460.015,6346.013,7853.016,3614.007,7065.014,5780.012,4124.008,2852.006,5058.01,3428.007,1069.002,2547.005,745.002,2184.004,3147.006,6215.013,4582.009,11182.023,7135.014,2114.004,11867.024,15774.032,10500.021,7056.014,6796.014,694.001,819.002,1541.003,2519.005,5101.01,1934.004,561.001,460.001,4949.01,11108.023,5238.011,7947.016,2858.006,7011.014,5396.011,4426.009,4222.009,5283.011,3906.008,1247.003,2879.006,1156.002,2822.006,2650.005,6093.012,4438.009,9931.02,7333.015,2145.004,13733.028,14485.029,9426.019,5938.012,7396.015,494.001,534.001
17368.53,623.102,375.295,1606.652,2732.025,220.159,3510.775,247.807,3212.28,1676.284,3881.974,6491.119,26233.787,4106.741,369.151,10.752,199.167,470.015,1260.029,2726.905,191.487,3664.886,336.895,2226.682,1585.66,3836.406,6895.086,27630.007,3965.942,252.927,2029.051,1184.253,4803.571,2483.705,2061.307,889.342,9354.727,11873.249,10220.517,5830.129,2375.674,9328.103,7074.285,6467.055,5378.546,8813.545,3018.232,1712.635,4028.917,2186.746,3674.102,2274.298,8252.394,3023.864,10351.589,9192.936,1657.34,15177.176,21054.409,11121.123,9994.214,10839.523,2763.769,1071.101,796.158,2504.697,2036.219,4628.468,3052.536,1522.172,1907.195,7071.213,12079.072,7758.828,5722.097,1782.267,10488.804,6807.534,6666.222,5790.193,12310.496,3103.736,1634.3,4342.773,2208.762,4257.781,2159.098,8490.474,2797.049,9569.767,10298.341,1127.933,15352.28,17682.385,12676.063,9996.774,10496.484,3134.456,828.926,637.95,5272018_HCP,2729.977,2281.978,5351.41,2537.977,664.574,360.447,6174.704,9889.766,6333.935,9039.848,3572.215,8474.09,5511.154,5558.257,4116.469,4532.212,3884.534,1337.852,3093.496,1303.037,3390.455,2966.52,6644.207,4410.868,12208.096,8705.513,2046.971,11315.17,14564.826,10566.116,6969.838,8948.712,1111.037,605.694,2978.808,2148.858,4822.515,2883.064,495.615,675.838,4972.531,10308.581,5044.211,7935.979,2626.041,11224.546,6469.103,6128.112,3094.52,5667.313,4519.924,1533.948,3190.776,1199.613,3709.942,3083.256,6795.246,3918.326,11853.281,10783.716,1387.516,11638.241,13664.732,11719.649,7223.277,9155.56,1335.292,435.711
19156.945,672.998,422.999,1355.996,2923.992,142.0,3471.99,285.999,3719.989,1785.995,4303.988,7918.977,22076.937,3608.99,520.999,8.0,196.999,521.999,1256.996,2803.992,125.0,3465.99,304.999,2762.992,1662.995,4191.988,7468.979,24001.931,3554.99,515.999,2302.993,1226.996,6002.983,3024.991,1508.996,930.997,9506.973,13845.96,10661.969,6421.982,2700.992,9518.973,8360.976,6940.98,5357.985,10356.97,3408.99,1894.995,4798.986,2467.993,4090.988,1797.995,9537.973,3196.991,12501.964,10684.969,1739.995,16162.954,22783.935,12015.966,11578.967,11877.966,2288.993,1251.996,590.998,2737.992,2240.994,6920.98,3425.99,2052.994,1327.996,9445.973,13274.962,7744.978,6844.98,2170.994,10904.969,7234.979,8266.976,4875.986,13209.962,3519.99,2001.994,4776.986,2607.993,4275.988,2116.994,9574.973,2987.991,12152.965,11383.967,1726.995,16489.953,20206.942,15101.957,11214.968,11672.967,2009.994,991.997,519.999,5272018_VNav,2622.992,2419.993,5312.985,2496.993,529.998,215.999,5023.986,9477.973,5779.983,8271.976,3428.99,8490.976,5800.983,5458.984,3817.989,4035.988,3652.99,1152.997,2918.992,808.998,3001.991,2790.992,5521.984,4079.988,10355.97,7439.979,2033.994,10956.969,13759.961,8759.975,6264.982,8511.976,497.999,521.999,2713.992,2281.993,5308.985,2498.993,568.998,273.999,4520.987,9488.973,4595.987,9293.973,2524.993,10758.969,5161.985,5592.984,2990.991,4578.987,4323.988,1350.996,3355.99,914.997,3041.991,3017.991,6054.983,3802.989,10161.971,9550.973,1747.995,10663.969,13648.961,10025.971,5742.984,7994.977,439.999,643.998
18869.946,629.998,474.999,1411.996,2746.992,197.999,3502.99,311.999,3573.99,1618.995,4076.988,6322.982,24099.931,3573.99,403.999,7.0,178.999,518.999,1298.996,2677.992,161.0,3415.99,324.999,2652.992,1460.996,4087.988,6392.982,25890.926,3667.99,366.999,2295.993,1241.996,5844.983,3356.99,1311.996,909.997,9422.973,13734.961,10523.97,6724.981,2535.993,10156.971,8307.976,6796.981,5334.985,9908.972,3484.99,1837.995,4765.986,2437.993,4050.988,2115.994,9491.973,3182.991,12519.964,10682.969,1738.995,16006.954,22575.935,11946.966,11508.967,11677.967,2597.993,1275.996,615.998,2613.993,2265.994,6726.981,3473.99,2014.994,1255.996,9537.973,12643.964,7537.978,6920.98,2158.994,11750.966,7077.98,7829.978,4990.986,13150.962,3459.99,2134.994,4833.986,2573.993,4168.988,2233.994,9732.972,2937.992,12120.965,11466.967,1656.995,16585.953,20148.942,14673.958,11345.968,11554.967,1952.994,973.997,391.999,5272018_VNavNorm,2637.992,2431.993,5110.985,2329.993,438.999,185.999,4974.986,9422.973,5700.984,8446.976,3240.991,7113.98,5764.984,5375.985,3551.99,3801.989,3870.989,1204.997,2939.992,812.998,2949.992,2695.992,5452.984,4001.989,10453.97,7582.978,2170.994,10788.969,13630.961,8722.975,6327.982,8341.976,515.999,570.998,2670.992,2470.993,5395.985,2444.993,482.999,251.999,4611.987,8908.975,4563.987,9398.973,2501.993,9317.973,5008.986,5299.985,2926.992,4676.987,4302.988,1429.996,3234.991,903.997,2957.992,2741.992,5996.983,3735.989,10237.971,9725.972,1723.995,10710.969,13466.961,9825.972,5784.983,7864.977,458.999,579.998
16552.51,937.476,667.651,1649.67,3762.19,243.201,4121.104,247.297,7675.421,1952.775,5539.861,7404.572,20210.764,4000.783,316.929,13.312,206.337,697.347,1776.647,3873.807,321.025,4260.368,374.273,6312.984,1877.511,5396.5,6810.138,21031.503,4039.183,478.21,3807.246,2352.649,7030.811,3051.532,1813.511,1751.047,11996.205,16260.157,10496.04,7973.406,3059.724,13393.971,8285.727,7714.845,5868.054,13999.669,3536.397,2548.746,5084.691,2372.617,4392.465,2113.544,11001.386,4067.855,14894.136,10645.544,2871.819,19253.833,27196.519,13961.781,13765.684,18375.749,2800.139,1548.806,561.666,3006.987,1946.631,7911.454,3862.543,2552.842,1762.311,10874.921,19568.714,12932.657,7196.699,2910.219,16118.845,8477.216,6823.45,7158.299,14840.376,4075.023,2499.593,4366.352,3411.469,4635.153,2575.882,10604.584,3916.303,13958.709,11554.348,2165.768,19062.856,24957.022,14217.782,12798.512,12256.302,2700.298,1138.692,725.507,5279639_HCP,3610.126,2270.729,5856.79,2256.393,548.866,428.546,6390.296,10085.926,5625.365,9946.15,3791.374,8811.553,6331.928,5699.606,3227.66,5210.132,3779.598,1442.821,2993.675,1144.836,2350.601,3281.42,6812.186,4531.217,13197.874,7668.765,2573.322,11776.044,17689.155,10979.881,7705.629,10108.454,781.827,693.251,3265.036,2217.48,6496.281,2284.041,616.962,503.298,6677.017,12120.622,5922.326,8395.808,2943.499,11531.308,7271.963,4697.618,3435.533,6197.271,4700.178,1453.061,2692.106,1120.26,2620.938,3234.316,7026.203,3734.03,13494.323,9156.131,1653.254,10435.111,16431.678,11923.501,6098.967,7929.374,865.795,525.826
