ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-insula,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-paracentral,ctx-lh-parahippocampal,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-transversetemporal,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-insula,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-paracentral,ctx-rh-parahippocampal,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-transversetemporal,subid
683.684641214,3109.3881231,1675.05050662,846.339120107,3646.76980885,6150.02955431,4850.36518837,2255.90414497,1265.34713358,6857.59979434,3304.85668481,3657.15768824,2318.06324269,5676.34578888,1604.15574755,1005.20861105,2724.2870369,934.689951639,1603.58188161,985.495615811,5356.18181316,1688.82304133,5785.57590969,4812.7129967,1163.02952486,8752.66933911,9806.94563668,7513.62636418,5563.29550672,5945.18433319,689.368256793,1164.15647392,3446.30524619,1999.65442629,697.053127664,3898.72666906,7130.64341643,4866.3489409,2201.06256885,1354.34664345,6034.44282713,3317.61546707,3845.94517844,2629.87042202,5908.13424506,1629.29748831,763.893481695,2152.15589408,1341.41788663,2189.33135556,1193.20233055,4772.54865746,1871.78012709,5386.63506032,5145.996605,579.363181049,9188.76029027,9270.83798253,7908.54050048,5353.14243643,5304.98906772,513.556041395,5513815_VNavNorm
1116.45890708,3791.39007499,1704.75618305,744.590185192,4647.9077577,6804.98118867,6221.13350367,2864.53296562,1911.75149052,6770.21671368,4591.62013878,3491.91406298,3364.46551022,5761.26981724,2212.86172942,1032.5220337,2919.88268711,1467.21439684,2461.35460246,883.571041129,5804.81295875,2291.11462231,6301.26857942,6046.33247004,1659.24747645,9706.6824007,12516.0460592,7279.87662383,5971.71405274,7509.57461944,664.707506241,1118.17418516,3695.81758454,1706.30693803,608.650657107,4581.1984358,8100.95374158,4207.12482855,3154.42783509,1546.47549391,6087.56961076,4209.27746431,4516.45651441,3336.44929567,6474.67122948,2328.78194534,1051.33742611,2092.91548447,1947.98717823,2442.87210919,1054.50142809,6259.21418755,1887.40176866,6651.13207742,6088.68296128,947.100108145,9912.9373052,12134.8817818,8024.87054031,6209.88291373,6110.29594201,539.316404705,5526934_HCP
1115.31502206,3987.04546274,1813.54056558,650.779725892,4569.40234642,6790.02012063,6228.11834839,3343.66018573,1783.4637424,6768.53497334,4721.22502146,3718.1890965,3125.19110099,6039.25874063,2240.23035729,980.242589306,2981.1471415,1360.83226994,2494.50489661,972.525500451,5792.63027814,2520.14850483,6425.2845422,6179.0961737,1581.03934964,9861.02026399,12901.7777124,7476.67880403,6055.90523958,7677.6541398,641.357311039,1201.46785855,3722.19533896,1970.67619485,654.553521033,4581.08990792,8619.02019633,4717.44334278,3176.29725432,1534.80436295,6312.60866427,4401.73083283,4565.53261261,3250.68740409,6713.14323904,2443.91746024,1037.44778865,2121.99780361,1993.85239452,2379.51762545,1137.49731264,6506.64198959,2038.45775466,6840.69093824,6098.42694876,841.933668854,10507.2311577,12401.8763518,7988.44215578,6375.97601722,6374.96883347,546.405588554,5526934_VNav
1145.07857292,3801.97895272,1668.5527604,723.39281075,4817.49961343,6852.57026062,5919.26686378,3080.5420962,1773.98461447,6935.91016791,4662.07122059,3437.99639039,3435.1583566,5984.01788157,2188.37738313,967.229071124,2929.71730312,1431.97682959,2611.07394916,938.047219866,5724.34854985,2470.90401261,6393.68031374,6205.9096708,1594.89030741,9905.64305487,12729.8821566,7474.94802088,6149.51172536,7581.37812548,672.675969318,1166.08531161,3763.8616247,1772.82564533,658.508515623,4645.49142096,8621.97123078,4642.39724153,2976.66170243,1580.02400586,6294.93187083,4749.97462774,4576.18675617,3111.59818615,6635.77764239,2394.34400877,986.435322315,1930.84718233,1908.11737252,2451.21152744,1142.52863562,6430.96936747,1978.0676476,6950.01791101,6344.8876519,978.478858167,10259.7899075,12497.8920049,8178.91247053,6433.39192675,6411.72242775,525.916114843,5526934_VNavNorm
479.07805302,2653.82617294,2032.87346028,764.139027525,4126.9421026,5553.64807224,4736.65355319,1940.3727384,857.352483837,5997.39785111,2933.18884334,4014.44511694,2439.0682981,4675.93429358,1468.15771811,863.273870498,1948.86710645,1422.08199736,2227.22466159,1430.87313843,4564.58294032,1280.50168066,5268.29708966,4087.4933207,642.688838574,7568.58669779,9292.55720338,7322.431051,4784.12525148,5048.54675439,501.989300833,801.126972616,2230.77896929,2000.92452542,478.031155461,3759.85796979,7237.23944743,4322.06350406,1958.06617697,882.619527883,5768.62408588,2822.68974212,4124.93783329,2145.80949181,5193.82433057,1819.49998284,937.464960566,1346.00730285,1438.75813389,2176.84439635,1540.3613828,3967.77413971,1076.16210798,5229.9235527,4302.395409,1037.98339461,7760.73672097,9140.69802274,7218.14618745,4342.06369801,3765.37244333,372.404958341,5540199_HCP
525.372125166,2622.26122452,2062.77235227,816.830522222,4308.49237831,5612.71219293,4657.07337984,2327.50678456,951.865940668,6048.47197668,3184.74896389,4127.14451148,2245.82036086,4677.41700813,1446.28750608,896.959827696,1998.40093789,1169.49602561,2249.75308995,1455.27939348,4679.17475897,1304.8546664,5347.45871607,4199.23807398,657.585118342,7799.21410773,9404.94636812,7175.94729708,4863.88389443,4784.32126772,497.867593892,870.171773313,2278.2559041,1888.47422413,524.007990095,3985.39518017,7368.31555937,4450.45828552,1859.12428122,974.548349926,5924.63342399,2682.67195533,3983.68708077,2145.96297905,5211.44851874,1858.35088674,860.349875069,1408.70031157,1404.59928263,2103.32525736,1483.32145446,4115.20650481,1206.69111082,5376.43181911,4329.55619495,996.382461883,7759.5369484,9189.51407575,7306.96256821,4334.62345936,3949.86939083,374.542419878,5540199_VNav
529.106681374,2592.38793718,2039.96860802,794.96658327,4267.65536708,5604.28334084,4743.03082289,2042.36769182,953.028501272,6161.23843381,3129.63435231,4135.6388904,2348.76168947,4672.18709528,1449.75623559,898.184073464,2006.22204311,1281.23594414,2170.29246697,1516.69579221,4722.08967519,1302.06301327,5396.77047683,4297.02651203,649.686022517,7520.03827187,9406.36460858,7251.03559778,4713.25777847,4811.56878092,499.281405693,826.588116743,2310.50657467,2017.77235362,484.36690679,3986.05410153,7281.00724729,4460.6424189,1914.58193054,958.190650648,5951.80217882,2607.20712141,4127.04961259,1980.80110056,5244.39375843,1804.4701782,869.57643981,1380.30188443,1400.58792495,2204.95232334,1595.69826978,4106.14882938,1232.06607491,5313.82302357,4427.98681986,1027.33903287,7502.86634935,9330.23703464,7086.95791286,4308.5767537,3844.65631203,375.610269584,5540199_VNavNorm
821.733206647,3250.88112305,1604.82893727,725.999395365,5098.03105976,6745.70764055,5346.6478473,2263.97130027,1339.36981423,7083.47794583,3086.65757513,3938.51976875,2327.08540663,5685.50337084,1727.41733255,1020.7228272,1887.06171912,1371.47247247,1612.14272245,995.689731541,5106.99507487,1643.89190551,5847.53581644,4935.87318161,1414.78568488,8401.37305214,9359.57187645,7210.34982351,5207.23438586,5052.70095758,559.709336527,663.939110341,3136.44558747,1690.0281561,873.53469303,4266.97321044,8191.60157053,5186.51022725,1970.82232141,1101.59624773,7719.98759387,3105.8584637,3593.70254466,2672.00026808,5768.03445947,1860.05031129,929.090036519,1466.21853531,1603.81646684,1896.26359944,1469.44175261,5066.14052885,1616.54452822,5721.35428931,4663.40325151,697.879609716,8858.81420278,9886.6158706,6370.95452162,4998.89801791,4263.16007172,367.346356075,5540614_HCP
912.889583848,3394.96471583,1636.91800835,813.543833671,5439.57090593,6930.49660806,5460.8452766,2321.62554449,1425.48004731,7208.1291772,3180.31672254,3925.15441516,2308.14890789,5776.39236569,1745.20006217,1050.69590153,1930.02888925,1476.347425,1587.53048246,974.963763915,5249.70774794,1722.93777868,5986.74563894,5108.59744865,1450.284233,8470.89421522,9664.50747675,7319.55617686,5517.6956248,5035.07589792,572.492916789,729.310744439,3298.58133975,1663.60046606,806.150784312,4339.60389658,8715.13817054,5302.18320803,2167.56861424,1170.07094311,8124.52875281,3544.42732362,3690.60509206,2408.26535221,5899.62133483,1921.66722615,926.043993564,1457.90815875,1601.94008308,1882.32348205,1495.68803533,5324.73760397,1674.15491143,5916.18586848,4740.36768535,837.475731375,8992.49423382,10315.8281252,6853.40571192,5095.10371823,4337.27716839,411.852527402,5540614_VNav
862.20061613,3443.95877362,1638.60617501,797.048025664,5458.40338841,6804.08992777,5293.53402704,2294.47941087,1321.52217136,7189.32498095,3215.49753295,3950.98130136,2194.18085562,5812.46571984,1780.33447458,1114.88581419,1931.427342,1491.41662946,1632.30826131,973.45529386,5263.7018079,1708.77310229,5927.55691218,5167.21303539,1454.13870269,8501.99958819,9635.18781613,7303.82029877,5395.30646466,5071.31008955,588.49834699,731.836785972,3395.50637509,1720.00157242,778.439278997,4337.50401814,8597.58027816,5289.64392257,2354.61273496,1174.10474554,8010.58658041,3158.84777894,3712.72486039,2500.2469125,5933.80141345,1926.59714905,959.265507583,1449.80027857,1509.00194649,1913.1375598,1523.36723977,5280.94566702,1673.95125882,5916.71448625,4815.44488639,825.22455478,8724.92851413,10353.6369015,6559.06966268,4986.00093303,4375.13596094,395.694475042,5540614_VNavNorm
936.791818653,3401.38889218,1745.37641005,703.085795421,4549.47461148,7788.42591117,5564.28600272,2345.3481023,1222.76850732,6860.70892731,3577.54658751,4070.485207,2548.41392573,5946.96049708,1668.68404893,993.426865281,2135.49887349,1091.0353138,1808.47474887,959.618358122,6257.4964221,1566.01574271,7017.70877166,4767.76330354,1379.39266754,9778.64534859,12092.8974531,7434.1155593,6022.39389314,6838.20002948,736.343491769,952.203599852,3673.53933432,1814.05742557,658.134183148,4713.80564952,10294.8997472,5547.42415684,2373.33010413,1465.2783153,5924.40040166,3633.32044967,3574.83319667,3023.16357244,5972.56331887,1661.37843005,690.803835683,1757.62263948,1355.174617,2252.5354506,1044.52118121,6546.37087172,2090.88156524,7063.20796854,4686.43682905,1194.45044805,9677.23642639,11669.4086309,7844.35540919,6187.05787458,5595.07227454,456.039647698,5550923_HCP
965.035937641,3634.38916816,1724.37730682,662.038102445,4720.27718438,7831.24650556,5392.6192575,2671.68841946,1320.99247648,6465.83953275,3554.17044575,4178.89664633,2601.91297134,5892.2041085,1698.90592981,931.622220746,2207.09807542,1027.61859173,1755.28087564,1003.29706995,6904.39431293,1663.13653698,7290.86653592,4640.32984243,1316.65605012,9718.10762639,12322.8821238,7957.84163525,6154.54342562,6973.11057615,688.10398156,892.963148234,3993.15300946,1793.37929912,729.776519671,4845.64958409,10171.830201,5624.97480766,2458.40415937,1391.37414595,5891.26789698,3387.32580312,3602.10761939,2905.8978823,6213.4837614,1830.95587506,732.08025822,1736.69003825,1307.81182908,2222.84010571,1001.34854945,6875.7985846,2181.02153284,7331.3559468,4679.9380293,1164.03874099,9399.18453229,11693.4881914,8247.53138496,6158.26221419,5412.07954062,452.977705356,5550923_VNav
954.116506528,3567.23800167,1727.55929789,656.08838052,4501.57683413,7885.20022831,5388.4077188,2433.88210994,1299.74294623,6556.09130756,3491.85368223,4114.83764559,2382.08683914,5938.52785538,1720.99380494,1000.87969038,2251.47706341,1010.75402416,1732.77734511,982.112130599,6724.46083028,1595.04584818,7295.86560901,4769.0001559,1357.18258152,9592.10315197,12381.4237288,7742.44249162,6182.80139131,6974.64301457,676.929850232,899.524064665,3705.06285747,1741.62483592,647.318660234,4656.08146398,10077.2335036,5614.59400737,2503.30387391,1447.02156096,5973.41905864,3293.6407317,3498.25709544,2795.8320076,6131.6474597,1721.29649389,689.953909396,1683.6978083,1325.65316663,2238.29896826,1014.67408373,6907.66027808,2146.94538926,7282.85141508,4626.2879607,1150.61593195,9794.52060783,11383.9516656,8139.17382707,6114.23273654,5459.77057784,472.43105413,5550923_VNavNorm
1159.48215291,3018.56907889,1950.53519334,774.601863959,4424.6677195,7607.24296649,4369.21827509,2810.66316419,1480.35936477,6701.40855622,3630.38789898,4394.25729753,2409.65723333,4174.03033295,1756.8539688,832.826080381,2312.32687502,1351.81418,2365.82897232,1508.55227958,6276.83643401,1532.95527476,5379.71688923,5345.66433204,1251.96013662,9293.42326483,9630.71264702,7408.9125282,5562.10318163,4696.63847783,755.354618954,987.266154691,3257.33957554,2476.9436987,532.853247481,4067.98410675,7939.03032515,4456.05759265,2129.67600493,1238.73514302,7135.13777449,3896.8523145,4442.33508653,2582.78752753,4929.41044496,2094.17028384,829.942601045,2261.69283019,1483.07847455,2758.77083441,1511.09393044,5391.44747449,1612.22224416,5604.21358854,5304.98728994,1214.52639526,9301.86231714,10240.7035876,7165.70798177,4892.67461249,4555.04345305,469.222571566,5559833_HCP
367.299377435,2433.55906232,1444.34259641,555.031364733,2842.05475769,4007.83219141,2517.4105086,2082.13619385,1129.66222698,4312.40813586,1593.94317895,2145.06170053,1664.9703248,3422.61135252,1453.59952996,766.063840773,1250.71973924,897.848303137,784.175059334,634.568992285,4377.84154172,1021.56499816,5741.19544208,2942.93860027,426.768655925,4426.93605082,8070.51149481,5691.41401144,3566.69271286,4713.05273197,396.113716016,559.097028206,1785.00914526,1661.56890545,546.20235553,2394.58374744,5816.37574204,2850.82552945,1772.08061297,1152.84517634,4638.0870304,1664.3909028,2654.14437018,1669.63334836,4062.03096645,1430.7251191,645.211905455,1187.56631333,1310.16254376,956.610624381,960.810988271,4220.45871213,1428.14651831,4947.66361676,3243.12493993,340.115133769,6094.37366338,6383.56106725,5459.70964174,3307.08458657,3290.57092779,260.028250038,5560367_HCP
658.093253993,3228.44617167,1711.12400903,903.518214733,3380.39993579,5393.96551107,4153.68715662,2144.87056519,1217.30793559,5078.6200744,3163.02609059,3959.77091773,2210.8847824,5212.05121371,1504.12563928,906.288072966,1605.61387521,1093.15876949,1516.01668503,968.273708234,5212.2021415,1379.30747143,6103.86882633,4109.3236412,979.830242615,6365.64107078,8980.64465608,7913.5507821,4742.08397037,5627.73302907,397.684667175,688.540830548,3338.56684306,1914.19892293,597.944800067,3786.65729988,6764.2318514,4421.45031326,2044.90640955,1142.14878447,5442.09760164,3015.87981362,3853.57792983,2268.41668961,5960.99080445,1588.72169201,659.389071775,1544.63126447,1388.19278062,1803.47595268,1097.91936024,5295.77740912,1589.99167775,5887.78397995,4135.29168566,523.297018988,7792.12254195,8701.65103734,7891.04495772,4453.44651753,4419.19026784,330.495327837,5560367_VNav
620.662012071,3126.57254213,1837.65663482,811.364195417,3466.32248193,5386.32044007,4133.3738774,2176.41364787,1164.17415678,5146.85035165,3155.00391354,3878.88269701,2365.10396276,5113.49582384,1508.59421706,928.38087871,1599.9093948,1133.55995167,1543.76016059,1016.85228645,5356.27950684,1383.08984389,6065.71086643,4147.75355714,1022.24297858,6538.12438138,8877.1331283,7714.17948365,4800.50945293,5805.08162001,413.188553635,674.036353137,3136.64236041,2123.80458617,722.399031079,3882.58933773,6801.49876548,4100.37816225,2067.09587657,1104.80680225,5365.18040594,3028.26951873,4093.8027135,2175.40084691,5934.66344499,1553.8580077,643.072698724,1625.57911998,1352.53300043,1775.99113078,1146.44456819,5294.55979176,1586.23227385,5840.03779489,4249.5009743,537.659755908,8020.83666204,8668.18491989,7521.14417265,4407.20088836,4409.982452,315.595224587,5560367_VNavNorm
550.001067406,3005.75459082,1853.01544379,655.58900496,4288.36978467,5830.44632965,3152.84609341,2368.37620032,1596.25033651,6666.90035212,3253.16310076,3774.8208986,2298.62147402,4480.81108508,2099.74964889,938.016440906,2914.83540129,1344.98810732,2803.00323501,1230.09960106,5957.5334289,1612.99102913,8016.29207119,4602.37540936,863.339475433,9233.34068706,12587.5182234,5539.74470383,6141.0249957,6791.59680534,568.517070805,1106.24209048,4038.21476242,2072.27378478,601.393816631,4396.8904883,9669.25703789,4133.32824843,2647.0929205,1468.43895881,5905.0420306,2974.2510009,3681.08407008,2297.54194434,5638.10940333,2077.85808724,875.267127212,1961.09622227,1435.34656355,2682.24670549,1349.37917066,5795.84448784,1365.60353056,7529.8719448,5117.30252678,1193.06173145,9301.09118964,13422.0458323,6258.97487256,4928.5659915,3677.11492323,434.069823668,5564803_HCP
609.485243608,2594.77475131,1962.82414793,811.438048246,3938.84189885,5895.71142505,6720.52417414,1938.6646438,1290.96523164,6123.40708342,2804.66844603,3089.16642545,1677.15733222,3183.84001424,2362.71419193,1220.80377525,1801.78645818,693.925979007,2129.52148911,1554.36781043,7112.53267713,1285.03776742,8760.92421529,3922.67162984,751.958489381,4830.39120102,8412.77608696,11230.5546919,3960.60908398,8034.40952252,279.670081787,895.127090514,3325.03739428,1821.07499324,491.114984806,3951.3787919,7840.30590213,4424.63738687,2627.60590063,1475.93004811,5227.75591894,3406.34812929,3065.8665896,2364.60285966,6263.24894353,2211.42937053,1060.08937965,1810.50671153,1259.10330173,2901.72072894,923.633326172,6202.73111958,1700.71946645,6554.82575845,5028.36135751,1254.55426153,10458.0375071,10894.5289601,7705.0340829,5861.340565,5592.64781904,469.637587339,5564803_VNav
634.280357851,3047.31919384,1442.20385045,678.329503856,4017.60188141,8421.9135477,4451.09378321,2497.44733021,1666.88163075,7016.788883,3552.95809105,2597.20173764,2263.37817782,5744.83445612,2099.22123894,949.369062012,2488.0457172,1603.34660341,3134.76721958,825.730920617,5697.4805873,1437.80494644,6726.54909379,4951.47697267,830.455854008,10053.2934433,10822.2298555,9183.1549173,3880.84441529,5961.37895591,339.224598676,1007.39665406,3347.93165481,1984.42649522,541.722007524,4103.96365388,10041.9742875,4065.41149984,2473.40816641,1484.95948929,5614.68674635,3488.94011184,3830.03932802,1950.1647958,6206.13225782,2262.50042876,976.545291048,1894.33115789,1491.89923548,3007.78194562,1052.48783234,6504.45259332,1822.52370689,6572.03238427,5776.91468937,1309.08982459,10805.463918,10537.6853337,9119.58520251,5730.28801914,5415.12212282,467.462409309,5564803_VNavNorm
780.02597983,3519.55193919,1785.84501213,653.080319372,3621.46799373,6083.55834828,4027.11246961,2100.90006193,1313.58559387,7330.17747962,2633.83458795,3635.26243344,2545.47349877,5728.1642832,1607.73406405,996.323242123,2408.42953041,1100.47632187,2383.74018619,1026.04054685,6216.90543101,1536.97692292,6045.38032622,3844.7721993,1146.38576705,9713.97346221,9294.270673,6949.74510187,5297.65200078,4995.85946637,621.921191528,1171.64989426,3231.05867558,2137.45941167,545.963127003,3600.75913149,7231.96930426,3779.63211566,2004.55689997,1233.42863442,6104.41136216,2847.64572199,4010.65183874,2370.5883039,5267.97161164,1636.44056397,832.700697237,2139.4927303,1405.2527823,2345.96416697,1352.36146436,5452.59894591,1799.82186631,5911.13525399,4377.72698585,873.707843577,8990.01246723,9012.45307508,6509.75214125,5120.28015949,5017.33832254,479.453354383,5568724_HCP
857.037776468,3407.21361627,1631.13506099,579.451131868,3508.24849279,5752.83650679,4342.938007,2302.91216481,1281.98046011,6480.10497336,2948.5323439,3149.7548149,2425.1653836,5779.19802512,1635.41468077,948.758162513,2308.9789377,905.665748388,2273.14931569,1141.83918515,6202.51424484,1687.21490006,6026.46059532,3882.88530606,1214.88951537,9688.25573603,9477.08484436,6875.43563404,5503.24887711,4797.826333,670.752443357,1124.22863877,3238.88129613,1917.52495677,564.72582628,4016.91141394,6738.50791973,4649.80063636,2215.74991636,1226.17745187,5500.64050296,3338.02391085,3688.65843945,2467.49154945,5551.2409724,1702.8325259,974.790770089,2216.49674377,1335.26133734,2373.89592387,1243.20436842,5580.66882441,1995.16847767,5975.68037574,4446.10344329,847.495553019,9161.48439693,9181.85655585,6467.70177453,5535.92478321,5059.85927616,575.436690954,5568724_VNav
872.248025716,3451.06487018,1687.8848823,568.456784495,3609.76581521,5915.44734357,4598.70876666,2123.14682258,1349.39411878,6662.14733308,3025.68155245,3420.52984868,2606.49144134,5932.91996469,1620.54775011,1096.60950289,2298.92534402,893.602423909,2402.26360751,1174.33796167,6264.38736986,1681.46772902,6000.93883427,4003.82798203,1386.47657135,9940.03695387,9271.370546,6560.29624117,5732.78218036,4782.14898989,718.526112804,1091.3910433,3196.61952439,2155.3833683,550.322725527,3542.59743774,7606.05734625,4532.67376121,2311.96537386,1226.83895427,5782.21054837,3500.21773543,4248.43369713,2475.91507239,5617.27214897,1694.61541078,883.558078772,2170.41438697,1374.86777191,2437.60229202,1334.39411681,5532.91037701,1958.41056879,5977.62817422,4676.51922496,895.126812887,9222.32674059,9274.18835478,6391.39141768,5476.69287268,4946.31207243,547.930890783,5568724_VNavNorm
774.921107954,1896.47930966,1631.01876175,635.786412966,4052.69719632,6527.44197457,4377.22486829,1892.16448125,1311.06556627,6332.33142544,3274.57021998,3146.79088572,2336.46728813,3948.4389922,1559.75992925,766.21095981,2303.77688276,1102.39713479,1745.08384132,1000.28354322,4859.9409081,1297.55362578,4592.76727307,5395.72606662,1057.72212396,7177.23239729,7558.45054854,7670.65785967,4286.59621294,3801.90554086,423.285744602,778.326069384,2411.06193087,1974.79196231,467.406490355,4126.82088383,6904.13970721,3169.32834849,1851.45966107,1035.88246852,5518.79300171,3235.49933666,3711.98456299,2475.81943418,3936.67573315,1771.35344306,756.720139541,1210.10400729,1154.9389113,1807.35784855,1194.58957547,5301.36962975,1255.75273865,4912.52595439,4991.99943285,752.363522075,7281.89543199,8731.78878357,7168.79162948,4828.78995923,4024.72550793,377.343156217,5570071_HCP
829.881582773,1951.95475863,1674.08760863,588.067720828,4156.95817948,6784.27024802,4408.67290922,1996.90507767,1437.50750735,6511.96121152,3218.248217,3107.24722467,2203.1002796,4183.35561591,1603.21558633,843.163619662,2529.82916777,1052.00534889,1833.15983704,1018.58073495,5070.32053087,1350.91881294,4700.37028199,5547.92913815,1093.51852435,7030.90327437,7785.55018012,7863.24329062,4367.27491018,3862.09955005,421.189746033,805.619865206,2638.90509819,1970.91298178,705.491553625,4381.94809029,7113.74171397,3625.08251454,1889.25893364,1185.60802038,5584.15259327,3024.85045659,3843.08964091,2212.52171826,3622.46982354,1851.38406304,804.720459556,1263.34600361,1203.45333355,1849.13194311,1285.86938002,5494.60100875,1265.08837643,5034.17109559,5113.34793908,758.530324977,7214.65562236,8978.2381717,7352.24446557,4735.71574446,4172.01466424,397.466015746,5570071_VNav
874.916920742,1850.36443686,1681.68679584,634.464698926,4227.9627377,6863.64392799,4269.84779314,2149.15144206,1445.90946773,6421.18023194,3162.07871937,3236.43648308,2270.2336593,4194.12952147,1574.25915654,804.034445734,2448.7009381,1039.53698504,1766.65821189,1060.14432384,5067.13933263,1338.74269798,4650.55455523,5532.54900278,1095.00286723,7224.23576058,7768.74123545,7856.20580175,4229.4346215,3848.05571464,445.887638472,835.580813438,2411.07913843,2006.10753121,525.60362399,4311.30601376,7268.31131682,3171.75785374,1908.95014814,1083.53088882,5671.25729499,2936.60938238,3823.29744737,2278.27050624,3855.65214391,1934.35354885,791.060201042,1311.33201294,1204.71136764,1776.69935649,1241.51122657,5492.60121637,1299.45395238,5166.47114305,5149.9485365,780.474996212,7350.59006514,8899.4771515,7164.6508166,4916.88330602,4183.59153076,406.315415019,5570071_VNavNorm
1104.12791656,4586.58831886,1897.10086997,639.582871665,4242.58986748,6804.02418401,4931.99387986,2693.99402292,1533.47086277,7241.51848034,3130.35199157,4194.95685942,2596.72066345,5355.04127965,1662.37406445,801.856621538,2442.90121201,1350.94545636,1705.96207888,1183.36449584,7211.20456789,1641.79299219,8198.44444581,5636.16895896,1217.06689167,10638.0876597,10471.7622486,8073.29149304,5292.61512344,7708.5517086,503.073539215,594.409457497,3167.16473139,2885.84792029,567.862394622,4644.76433788,9013.9405185,5938.76841192,2341.81930895,1130.07411966,8170.03805337,2740.95427586,4890.61358254,2250.73497948,6646.96761651,2310.78713585,777.584446399,2010.36079057,1441.28738392,1983.06659614,1782.29415031,5988.13961797,1800.2588186,7896.87633694,5340.11243805,709.128712122,10766.480175,12426.2460739,7922.76683775,5535.22113006,4576.91828448,504.046977,5572939_HCP
1168.36255372,4626.72335647,1919.59712647,864.547570637,4459.81980075,6959.9500482,5637.07262412,2540.84321092,1595.30750008,7172.76290679,4385.84499857,4257.43536453,2336.50692727,5683.29003,1743.76579978,922.128145171,2007.29354739,1276.04447413,1582.72714883,1222.88981627,6810.40195101,1691.92491326,8534.04614946,5436.88632811,1707.53387456,10512.9005805,10858.3376017,8055.01737653,5586.14847995,7439.26602497,588.946529981,604.327235462,3187.16266973,2507.47817327,571.544166536,4795.92442401,8533.20916935,6042.77419082,2405.98287679,1346.86984114,7751.29179296,3528.46923315,4582.0139604,2543.2377694,6613.396557,2314.38400649,899.644628846,1766.08041121,1101.88890901,2001.42983429,1983.59509507,6016.95483315,1674.14285582,7603.94771968,5150.8481531,815.640209904,10868.4058348,12445.2252199,8115.50788783,5535.69907167,4562.8371476,492.707094261,5572939_VNav
1179.5035544,4952.97000066,1895.98378845,769.656698988,4431.07759127,6751.85188698,5697.24443764,2483.70059761,1568.27554154,7307.15167233,4251.13956951,4202.53870668,2494.13840723,5659.64430147,1776.13054762,869.678809225,2155.331778,1291.63475368,1631.07796536,1151.84955002,6756.9529773,1714.86953342,8292.91844251,5558.27036951,1652.96916297,10316.0448684,10819.4843433,8031.5350886,5521.38190277,7608.38048032,569.288897877,605.112315954,3334.49542482,2868.57605676,625.727843448,4799.75457184,8434.00273873,5946.13244161,2331.45620798,1176.28972803,7769.2286414,3989.14770275,5019.3488251,2950.6471967,6531.85649551,2297.82449558,885.138732699,1885.8801477,1519.50901419,1990.92251859,2006.22769317,6080.13645043,1739.23142951,7469.53017882,5189.8764807,830.762616619,10932.8801967,12609.7023676,7977.10598498,5629.95142461,4537.34403259,490.458328387,5572939_VNavNorm
577.457633,2238.18983486,1635.41012086,1033.47530386,4028.78240031,5254.63288879,3721.50710226,1935.89583062,1368.75963554,5406.92715123,2708.64644612,2953.86337504,2342.35915296,4152.10992506,1236.33295561,972.062508083,1502.87227021,1033.34066614,1435.40250306,899.973961963,5123.47958781,1145.25741147,4924.59431603,4321.80388814,648.947950146,6385.48587221,7951.35175793,6577.01729246,4656.6282269,5309.8430926,651.196072803,770.465319263,2581.3232622,1997.20879777,787.574855317,3957.12219841,4748.22001912,4136.32830632,1890.26556171,1215.85250943,5760.35234973,2562.08064076,2960.34089284,2218.06497716,4548.8505749,1296.36957581,804.682671495,1661.67033319,1099.00513734,1825.33687574,1107.49545946,4925.83896887,1316.72072249,4491.85206917,4559.07503016,686.732831968,6472.85749949,7883.1498343,6506.29907518,4813.5142989,4998.21333348,613.76152599,5576312_HCP
